village_id,all_text
10009050001,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以46.1%的得票率領先，第二高票為國民黨侯友宜，拿下34.4%，兩人相差11.7個百分點。第三高票為民眾黨柯文哲，得票率達19.5%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達58.2％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達58.1%。
2024年立委選舉：雲林縣土庫鎮忠正里所屬的雲林縣第1選區，國民黨丁學忠以47.4%領先，民進黨蘇治芬以得票率45.7%為第二高票。政黨票方面，民進黨以40.5％在該區取得領先，其後為國民黨35.1%、民眾黨17%。
社會經濟背景：該區39歲以下人口佔比約24%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為42.1%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為49.7萬元，屬於高收入地區。"
10009050002,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以40.3%的得票率領先，第二高票為國民黨侯友宜，拿下33.5%，兩人相差6.8個百分點。第三高票為民眾黨柯文哲，得票率達26.2%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達57.7％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達58.1%。
2024年立委選舉：雲林縣土庫鎮順天里所屬的雲林縣第1選區，國民黨丁學忠以47.3%領先，民進黨蘇治芬以得票率42.6%為第二高票。政黨票方面，民進黨以39％在該區取得領先，其後為國民黨35%、民眾黨19.9%。
社會經濟背景：該區39歲以下人口佔比約27.2%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為42.4%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為42.1萬元，接近全國平均。"
10009050003,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以40.2%的得票率領先，第二高票為國民黨侯友宜，拿下33.5%，兩人相差6.7個百分點。第三高票為民眾黨柯文哲，得票率達26.2%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達59.8％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達56%。
2024年立委選舉：雲林縣土庫鎮宮北里所屬的雲林縣第1選區，國民黨丁學忠以56.3%領先，民進黨蘇治芬以得票率36.8%為第二高票。政黨票方面，國民黨以37.7％在該區取得領先，其後為民進黨35.5%、民眾黨20.7%。
社會經濟背景：該區39歲以下人口佔比約31.4%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為44%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為42.9萬元，接近全國平均。"
10009050004,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率39.2%領先，接著為民進黨賴清德，拿下得票率36.1%，跟第一高票相差3.1個百分點。第三高票為民眾黨柯文哲，得票率達24.8%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達53.4％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達53%。
2024年立委選舉：雲林縣土庫鎮越港里所屬的雲林縣第1選區，國民黨丁學忠以58.2%領先，民進黨蘇治芬以得票率34.3%為第二高票。政黨票方面，國民黨以42.9％在該區取得領先，其後為民進黨32.2%、民眾黨19.3%。
社會經濟背景：該區39歲以下人口佔比約31.2%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為43.9%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為53.9萬元，屬於高收入地區。"
10009050005,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以46.8%的得票率領先，第二高票為國民黨侯友宜，拿下30.4%，兩人相差16.4個百分點。第三高票為民眾黨柯文哲，得票率達22.7%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達60.8％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達61.7%。
2024年立委選舉：雲林縣土庫鎮溪邊里所屬的雲林縣第1選區，國民黨丁學忠以48.6%領先，民進黨蘇治芬以得票率46.1%為第二高票。政黨票方面，民進黨以43.3％在該區取得領先，其後為國民黨32%、民眾黨18.1%。
社會經濟背景：該區39歲以下人口佔比約28.2%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為29%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為34.8萬元，相較全國，是收入較低的村里。"
10009050006,"2024年總統大選結果：該區和全國結果不同，第一高票由民進黨賴清德以得票率44.8%領先，接著為民眾黨柯文哲，拿下得票率28.9%，跟第一高票相差15.9個百分點。第三高票為國民黨侯友宜，得票率達26.4%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達62.1％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達64.3%。
2024年立委選舉：雲林縣土庫鎮興新里所屬的雲林縣第1選區，國民黨丁學忠以47.7%領先，民進黨蘇治芬以得票率45.1%為第二高票。政黨票方面，民進黨以39.5％在該區取得領先，其後為國民黨30.1%、民眾黨23%。
社會經濟背景：該區39歲以下人口佔比約30.4%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為36.5%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為43.4萬元，接近全國平均。"
10009050007,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以48.8%的得票率領先，第二高票為國民黨侯友宜，拿下28.4%，兩人相差20.4個百分點。第三高票為民眾黨柯文哲，得票率達22.8%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達61.1％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達66.6%。
2024年立委選舉：雲林縣土庫鎮奮起里所屬的雲林縣第1選區，民進黨蘇治芬以48.3%領先，國民黨丁學忠以得票率46.8%為第二高票。政黨票方面，民進黨以45％在該區取得領先，其後為國民黨32.4%、民眾黨16.4%。
社會經濟背景：該區39歲以下人口佔比約26.4%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為27.6%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為34.6萬元，相較全國，是收入較低的村里。"
10009050008,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以46.8%的得票率領先，第二高票為國民黨侯友宜，拿下30%，兩人相差16.8個百分點。第三高票為民眾黨柯文哲，得票率達23.3%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達61.8％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達66.4%。
2024年立委選舉：雲林縣土庫鎮埤腳里所屬的雲林縣第1選區，民進黨蘇治芬以50.9%領先，國民黨丁學忠以得票率41.8%為第二高票。政黨票方面，民進黨以41.9％在該區取得領先，其後為國民黨32.5%、民眾黨18.6%。
社會經濟背景：該區39歲以下人口佔比約24.4%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為31%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為44.4萬元，相較全國，是收入較高的村里。"
10009050009,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以47.6%的得票率領先，第二高票為國民黨侯友宜，拿下28.6%，兩人相差19個百分點。第三高票為民眾黨柯文哲，得票率達23.9%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達65.1％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達65.7%。
2024年立委選舉：雲林縣土庫鎮大荖里所屬的雲林縣第1選區，民進黨蘇治芬以48.6%領先，國民黨丁學忠以得票率43.8%為第二高票。政黨票方面，民進黨以42.8％在該區取得領先，其後為國民黨32%、民眾黨18.8%。
社會經濟背景：該區39歲以下人口佔比約26.9%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為32.6%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為43.6萬元，接近全國平均。"
10009050010,"2024年總統大選結果：該區和全國結果不同，第一高票由民進黨賴清德以得票率39.6%領先，接著為民眾黨柯文哲，拿下得票率32.5%，跟第一高票相差7.1個百分點。第三高票為國民黨侯友宜，得票率達28%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達60.9％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達62%。
2024年立委選舉：雲林縣土庫鎮石廟里所屬的雲林縣第1選區，國民黨丁學忠以52.5%領先，民進黨蘇治芬以得票率40.2%為第二高票。政黨票方面，民進黨以35.8％在該區取得領先，其後為國民黨30.9%、民眾黨26.5%。
社會經濟背景：該區39歲以下人口佔比約35.8%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為43.4%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為50.2萬元，屬於高收入地區。"
