village_id,all_text
66000200001,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以39.5%的得票率領先，第二高票為國民黨侯友宜，拿下34.5%，兩人相差5個百分點。第三高票為民眾黨柯文哲，得票率達26%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達54.5％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達56.4%。
2024年立委選舉：台中市石岡區石岡里所屬的台中市第8選區，國民黨江啟臣以60%領先，民進黨謝志忠以得票率40%為第二高票。政黨票方面，國民黨以36.7％在該區取得領先，其後為民進黨36.6%、民眾黨21.6%。
社會經濟背景：該區39歲以下人口佔比約32.1%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為38%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為39萬元，相較全國，是收入較低的村里。"
66000200002,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以38.2%的得票率領先，第二高票為國民黨侯友宜，拿下34.2%，兩人相差4個百分點。第三高票為民眾黨柯文哲，得票率達27.6%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達54.2％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達55.5%。
2024年立委選舉：台中市石岡區萬安里所屬的台中市第8選區，國民黨江啟臣以61.7%領先，民進黨謝志忠以得票率38.3%為第二高票。政黨票方面，國民黨以36.9％在該區取得領先，其後為民進黨33.8%、民眾黨22.2%。
社會經濟背景：該區39歲以下人口佔比約32.4%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為44.1%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為41.4萬元，接近全國平均。"
66000200003,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率37%領先，接著為民進黨賴清德，拿下得票率36.4%，跟第一高票相差0.6個百分點。第三高票為民眾黨柯文哲，得票率達26.6%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達53.7％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達57.9%。
2024年立委選舉：台中市石岡區九房里所屬的台中市第8選區，國民黨江啟臣以61.6%領先，民進黨謝志忠以得票率38.4%為第二高票。政黨票方面，國民黨以40％在該區取得領先，其後為民進黨32.4%、民眾黨20.9%。
社會經濟背景：該區39歲以下人口佔比約30.4%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為37.1%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為38.8萬元，相較全國，是收入較低的村里。"
66000200004,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以43.5%的得票率領先，第二高票為國民黨侯友宜，拿下34.1%，兩人相差9.4個百分點。第三高票為民眾黨柯文哲，得票率達22.4%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達55％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達59.6%。
2024年立委選舉：台中市石岡區金星里所屬的台中市第8選區，國民黨江啟臣以57.7%領先，民進黨謝志忠以得票率42.3%為第二高票。政黨票方面，民進黨以40.4％在該區取得領先，其後為國民黨36%、民眾黨16.6%。
社會經濟背景：該區39歲以下人口佔比約27.4%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為35.6%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為36.9萬元，相較全國，是收入較低的村里。"
66000200005,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率39.5%領先，接著為民進黨賴清德，拿下得票率39%，跟第一高票相差0.5個百分點。第三高票為民眾黨柯文哲，得票率達21.6%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達53.7％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達56.3%。
2024年立委選舉：台中市石岡區龍興里所屬的台中市第8選區，國民黨江啟臣以65.6%領先，民進黨謝志忠以得票率34.4%為第二高票。政黨票方面，國民黨以40.9％在該區取得領先，其後為民進黨33.2%、民眾黨17.5%。
社會經濟背景：該區39歲以下人口佔比約26.9%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為33.1%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為38.7萬元，相較全國，是收入較低的村里。"
66000200006,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率37.3%領先，接著為民進黨賴清德，拿下得票率35.1%，跟第一高票相差2.2個百分點。第三高票為民眾黨柯文哲，得票率達27.6%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達55.1％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達53.6%。
2024年立委選舉：台中市石岡區萬興里所屬的台中市第8選區，國民黨江啟臣以64.8%領先，民進黨謝志忠以得票率35.2%為第二高票。政黨票方面，國民黨以40.1％在該區取得領先，其後為民進黨32%、民眾黨21.1%。
社會經濟背景：該區39歲以下人口佔比約31.6%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為38.5%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為36.8萬元，相較全國，是收入較低的村里。"
66000200007,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率38.6%領先，接著為民進黨賴清德，拿下得票率35.3%，跟第一高票相差3.3個百分點。第三高票為民眾黨柯文哲，得票率達26.1%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達52.8％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達56.1%。
2024年立委選舉：台中市石岡區梅子里所屬的台中市第8選區，國民黨江啟臣以62.9%領先，民進黨謝志忠以得票率37.1%為第二高票。政黨票方面，國民黨以40.5％在該區取得領先，其後為民進黨32%、民眾黨20%。
社會經濟背景：該區39歲以下人口佔比約30.2%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為36.6%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為39.8萬元，相較全國，是收入較低的村里。"
66000200008,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率43%領先，接著為民進黨賴清德，拿下得票率32.2%，跟第一高票相差10.8個百分點。第三高票為民眾黨柯文哲，得票率達24.8%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達48.1％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達51.3%。
2024年立委選舉：台中市石岡區土牛里所屬的台中市第8選區，國民黨江啟臣以66.8%領先，民進黨謝志忠以得票率33.2%為第二高票。政黨票方面，國民黨以44.6％在該區取得領先，其後為民進黨28.3%、民眾黨19.3%。
社會經濟背景：該區39歲以下人口佔比約31.3%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為37.3%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為30.9萬元，相較全國，是收入較低的村里。"
66000200009,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率41.8%領先，接著為民進黨賴清德，拿下得票率34.1%，跟第一高票相差7.7個百分點。第三高票為民眾黨柯文哲，得票率達24.2%。
歷史選舉對比：2020年總統大選時，該區由由國民黨韓國瑜領先，得票率達48.2％；2016年總統大選該區則由民進黨蔡英文領先，得票率達48.7%。這反映出該區選民的投票傾向有所變化。
2024年立委選舉：台中市石岡區德興里所屬的台中市第8選區，國民黨江啟臣以67.3%領先，民進黨謝志忠以得票率32.7%為第二高票。政黨票方面，國民黨以44％在該區取得領先，其後為民進黨28.7%、民眾黨19.4%。
社會經濟背景：該區39歲以下人口佔比約30.5%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為39.4%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為36.8萬元，相較全國，是收入較低的村里。"
66000200010,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率42.8%領先，接著為民進黨賴清德，拿下得票率29.9%，跟第一高票相差12.9個百分點。第三高票為民眾黨柯文哲，得票率達27.3%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達48.6％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達45.7%。
2024年立委選舉：台中市石岡區和盛里所屬的台中市第8選區，國民黨江啟臣以69.9%領先，民進黨謝志忠以得票率30.1%為第二高票。政黨票方面，國民黨以45.9％在該區取得領先，其後為民進黨27.1%、民眾黨20.2%。
社會經濟背景：該區39歲以下人口佔比約31.3%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為36%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為35.8萬元，相較全國，是收入較低的村里。"
