village_id,all_text
10005010001,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率47.2%領先，接著為民眾黨柯文哲，拿下得票率29.1%，跟第一高票相差18.1個百分點。第三高票為民進黨賴清德，得票率達23.8%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達57.8％；2016年總統大選該區也同樣支持國民黨，朱立倫得票率達45.1%。
2024年立委選舉：苗栗縣苗栗市中苗里所屬的苗栗縣第2選區，國民黨邱鎮軍以58.1%領先，無黨籍曾玟學以得票率41.9%為第二高票。政黨票方面，國民黨以49.5％在該區取得領先，其後為民進黨21.3%、民眾黨21.1%。
社會經濟背景：該區39歲以下人口佔比約30.6%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為55.7%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為46.3萬元，相較全國，是收入較高的村里。"
10005010002,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率48.9%領先，接著為民眾黨柯文哲，拿下得票率28.7%，跟第一高票相差20.2個百分點。第三高票為民進黨賴清德，得票率達22.3%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達57.8％；2016年總統大選該區也同樣支持國民黨，朱立倫得票率達46.7%。
2024年立委選舉：苗栗縣苗栗市建功里所屬的苗栗縣第2選區，國民黨邱鎮軍以59.5%領先，無黨籍曾玟學以得票率40.5%為第二高票。政黨票方面，國民黨以51％在該區取得領先，其後為民眾黨22%、民進黨19%。
社會經濟背景：該區39歲以下人口佔比約30.8%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為55.5%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為46.4萬元，相較全國，是收入較高的村里。"
10005010003,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率45.4%領先，接著為民眾黨柯文哲，拿下得票率28.4%，跟第一高票相差17個百分點。第三高票為民進黨賴清德，得票率達26.3%。
歷史選舉對比：2020年總統大選時，該區由由國民黨韓國瑜領先，得票率達57.3％；2016年總統大選該區則由民進黨蔡英文領先，得票率達42%。這反映出該區選民的投票傾向有所變化。
2024年立委選舉：苗栗縣苗栗市青苗里所屬的苗栗縣第2選區，國民黨邱鎮軍以56.8%領先，無黨籍曾玟學以得票率43.2%為第二高票。政黨票方面，國民黨以47％在該區取得領先，其後為民進黨23%、民眾黨21.8%。
社會經濟背景：該區39歲以下人口佔比約30.2%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為56.2%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為42.4萬元，接近全國平均。"
10005010004,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率50%領先，接著為民眾黨柯文哲，拿下得票率27.9%，跟第一高票相差22.1個百分點。第三高票為民進黨賴清德，得票率達22.1%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達60.1％；2016年總統大選該區也同樣支持國民黨，朱立倫得票率達47.2%。
2024年立委選舉：苗栗縣苗栗市玉清里所屬的苗栗縣第2選區，國民黨邱鎮軍以64.2%領先，無黨籍曾玟學以得票率35.8%為第二高票。政黨票方面，國民黨以53％在該區取得領先，其後為民眾黨20.9%、民進黨19.3%。
社會經濟背景：該區39歲以下人口佔比約27.2%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為53.2%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為47.6萬元，相較全國，是收入較高的村里。"
10005010005,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率51.1%領先，接著為民眾黨柯文哲，拿下得票率27.9%，跟第一高票相差23.2個百分點。第三高票為民進黨賴清德，得票率達21%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達60.5％；2016年總統大選該區也同樣支持國民黨，朱立倫得票率達45.3%。
2024年立委選舉：苗栗縣苗栗市玉華里所屬的苗栗縣第2選區，國民黨邱鎮軍以62%領先，無黨籍曾玟學以得票率38%為第二高票。政黨票方面，國民黨以53.5％在該區取得領先，其後為民眾黨21%、民進黨18.9%。
社會經濟背景：該區39歲以下人口佔比約30.1%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為50.7%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為46.9萬元，相較全國，是收入較高的村里。"
10005010006,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率51.8%領先，接著為民眾黨柯文哲，拿下得票率26%，跟第一高票相差25.8個百分點。第三高票為民進黨賴清德，得票率達22.2%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達58.8％；2016年總統大選該區也同樣支持國民黨，朱立倫得票率達46%。
2024年立委選舉：苗栗縣苗栗市維新里所屬的苗栗縣第2選區，國民黨邱鎮軍以63.2%領先，無黨籍曾玟學以得票率36.8%為第二高票。政黨票方面，國民黨以54.1％在該區取得領先，其後為民眾黨19.7%、民進黨18.6%。
社會經濟背景：該區39歲以下人口佔比約29.4%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為46.8%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為46.3萬元，相較全國，是收入較高的村里。"
10005010007,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率50.5%領先，接著為民眾黨柯文哲，拿下得票率28.2%，跟第一高票相差22.3個百分點。第三高票為民進黨賴清德，得票率達21.3%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達60％；2016年總統大選該區也同樣支持國民黨，朱立倫得票率達47.7%。
2024年立委選舉：苗栗縣苗栗市維祥里所屬的苗栗縣第2選區，國民黨邱鎮軍以61.6%領先，無黨籍曾玟學以得票率38.4%為第二高票。政黨票方面，國民黨以51.8％在該區取得領先，其後為民眾黨21.9%、民進黨19.8%。
社會經濟背景：該區39歲以下人口佔比約30.8%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為50%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為45.6萬元，相較全國，是收入較高的村里。"
10005010008,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率48.1%領先，接著為民眾黨柯文哲，拿下得票率28.5%，跟第一高票相差19.6個百分點。第三高票為民進黨賴清德，得票率達23.3%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達58.6％；2016年總統大選該區也同樣支持國民黨，朱立倫得票率達48.3%。
2024年立委選舉：苗栗縣苗栗市綠苗里所屬的苗栗縣第2選區，國民黨邱鎮軍以60.9%領先，無黨籍曾玟學以得票率39.1%為第二高票。政黨票方面，國民黨以48.4％在該區取得領先，其後為民眾黨24.5%、民進黨20.3%。
社會經濟背景：該區39歲以下人口佔比約25.4%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為44.3%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為40.8萬元，接近全國平均。"
10005010009,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率47.1%領先，接著為民眾黨柯文哲，拿下得票率28.8%，跟第一高票相差18.3個百分點。第三高票為民進黨賴清德，得票率達24%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達57.2％；2016年總統大選該區也同樣支持國民黨，朱立倫得票率達43.3%。
2024年立委選舉：苗栗縣苗栗市高苗里所屬的苗栗縣第2選區，國民黨邱鎮軍以62.3%領先，無黨籍曾玟學以得票率37.7%為第二高票。政黨票方面，國民黨以49％在該區取得領先，其後為民眾黨22.1%、民進黨21.6%。
社會經濟背景：該區39歲以下人口佔比約32.2%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為48.7%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為44.6萬元，相較全國，是收入較高的村里。"
10005010010,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率47.8%領先，接著為民進黨賴清德，拿下得票率28.8%，跟第一高票相差19個百分點。第三高票為民眾黨柯文哲，得票率達23.4%。
歷史選舉對比：2020年總統大選時，該區由由國民黨韓國瑜領先，得票率達54.9％；2016年總統大選該區則由民進黨蔡英文領先，得票率達45.2%。這反映出該區選民的投票傾向有所變化。
2024年立委選舉：苗栗縣苗栗市玉苗里所屬的苗栗縣第2選區，國民黨邱鎮軍以60.1%領先，無黨籍曾玟學以得票率39.9%為第二高票。政黨票方面，國民黨以50％在該區取得領先，其後為民進黨26.1%、民眾黨18.4%。
社會經濟背景：該區39歲以下人口佔比約29%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為40.1%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為36.5萬元，相較全國，是收入較低的村里。"
