village_id,all_text
10007190001,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以37.1%的得票率領先，第二高票為國民黨侯友宜，拿下35.8%，兩人相差1.3個百分點。第三高票為民眾黨柯文哲，得票率達27.1%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達56.8％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達53.2%。
2024年立委選舉：彰化縣北斗鎮光復里所屬的彰化縣第3選區，國民黨謝衣鳯以53.3%領先，民進黨吳音寧以得票率43.1%為第二高票。政黨票方面，國民黨以36.4％在該區取得領先，其後為民進黨34.4%、民眾黨23.4%。
社會經濟背景：該區39歲以下人口佔比約35.9%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為48.4%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為47.7萬元，相較全國，是收入較高的村里。"
10007190002,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以39.2%的得票率領先，第二高票為國民黨侯友宜，拿下36.1%，兩人相差3.1個百分點。第三高票為民眾黨柯文哲，得票率達24.8%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達54.8％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達54.7%。
2024年立委選舉：彰化縣北斗鎮新政里所屬的彰化縣第3選區，國民黨謝衣鳯以50.5%領先，民進黨吳音寧以得票率46.3%為第二高票。政黨票方面，國民黨以37.9％在該區取得領先，其後為民進黨35.2%、民眾黨22.4%。
社會經濟背景：該區39歲以下人口佔比約27.3%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為48%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為47萬元，相較全國，是收入較高的村里。"
10007190003,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以44.3%的得票率領先，第二高票為國民黨侯友宜，拿下33%，兩人相差11.3個百分點。第三高票為民眾黨柯文哲，得票率達22.7%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達62.1％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達66.7%。
2024年立委選舉：彰化縣北斗鎮重慶里所屬的彰化縣第3選區，民進黨吳音寧以52%領先，國民黨謝衣鳯以得票率44.7%為第二高票。政黨票方面，民進黨以39.5％在該區取得領先，其後為國民黨33.8%、民眾黨20.4%。
社會經濟背景：該區39歲以下人口佔比約31.9%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為40%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為40.7萬元，接近全國平均。"
10007190004,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以41.3%的得票率領先，第二高票為國民黨侯友宜，拿下34.5%，兩人相差6.8個百分點。第三高票為民眾黨柯文哲，得票率達24.2%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達59.8％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達57.7%。
2024年立委選舉：彰化縣北斗鎮五權里所屬的彰化縣第3選區，國民黨謝衣鳯以53.1%領先，民進黨吳音寧以得票率45.3%為第二高票。政黨票方面，民進黨以37.7％在該區取得領先，其後為國民黨35.4%、民眾黨19.2%。
社會經濟背景：該區39歲以下人口佔比約33.3%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為45.6%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為38.4萬元，相較全國，是收入較低的村里。"
10007190005,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以43.8%的得票率領先，第二高票為國民黨侯友宜，拿下30.1%，兩人相差13.7個百分點。第三高票為民眾黨柯文哲，得票率達26.2%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達58.9％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達62%。
2024年立委選舉：彰化縣北斗鎮七星里所屬的彰化縣第3選區，國民黨謝衣鳯以48.6%領先，民進黨吳音寧以得票率48.3%為第二高票。政黨票方面，民進黨以39.6％在該區取得領先，其後為國民黨33.9%、民眾黨21.9%。
社會經濟背景：該區39歲以下人口佔比約32.9%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為39.4%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為39.2萬元，相較全國，是收入較低的村里。"
10007190006,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率40.7%領先，接著為民進黨賴清德，拿下得票率34.6%，跟第一高票相差6.1個百分點。第三高票為民眾黨柯文哲，得票率達24.7%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達49.4％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達48.4%。
2024年立委選舉：彰化縣北斗鎮居仁里所屬的彰化縣第3選區，國民黨謝衣鳯以58.3%領先，民進黨吳音寧以得票率37.2%為第二高票。政黨票方面，國民黨以42.6％在該區取得領先，其後為民進黨30.2%、民眾黨22.4%。
社會經濟背景：該區39歲以下人口佔比約28.9%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為45.6%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為44.3萬元，相較全國，是收入較高的村里。"
10007190007,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以39.1%的得票率領先，第二高票為國民黨侯友宜，拿下31.4%，兩人相差7.7個百分點。第三高票為民眾黨柯文哲，得票率達29.5%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達56.5％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達58.9%。
2024年立委選舉：彰化縣北斗鎮東光里所屬的彰化縣第3選區，國民黨謝衣鳯以50.7%領先，民進黨吳音寧以得票率45.7%為第二高票。政黨票方面，民進黨以34.9％在該區取得領先，其後為國民黨33.7%、民眾黨24.7%。
社會經濟背景：該區39歲以下人口佔比約34.9%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為41.8%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為40.1萬元，相較全國，是收入較低的村里。"
10007190008,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以35.7%的得票率領先，第二高票為國民黨侯友宜，拿下33.6%，兩人相差2.1個百分點。第三高票為民眾黨柯文哲，得票率達30.7%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達54.5％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達54.2%。
2024年立委選舉：彰化縣北斗鎮文昌里所屬的彰化縣第3選區，國民黨謝衣鳯以54.4%領先，民進黨吳音寧以得票率41.9%為第二高票。政黨票方面，國民黨以36％在該區取得領先，其後為民進黨33%、民眾黨24.8%。
社會經濟背景：該區39歲以下人口佔比約36.1%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為45.1%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為38.3萬元，相較全國，是收入較低的村里。"
10007190009,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以38.6%的得票率領先，第二高票為國民黨侯友宜，拿下33.1%，兩人相差5.5個百分點。第三高票為民眾黨柯文哲，得票率達28.2%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達59.1％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達54.8%。
2024年立委選舉：彰化縣北斗鎮中和里所屬的彰化縣第3選區，國民黨謝衣鳯以54%領先，民進黨吳音寧以得票率43.3%為第二高票。政黨票方面，民進黨以35.6％在該區取得領先，其後為國民黨34.8%、民眾黨24.5%。
社會經濟背景：該區39歲以下人口佔比約36.5%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為37.2%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為37.1萬元，相較全國，是收入較低的村里。"
10007190010,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以39.3%的得票率領先，第二高票為國民黨侯友宜，拿下33.6%，兩人相差5.7個百分點。第三高票為民眾黨柯文哲，得票率達27%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達56.3％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達54.5%。
2024年立委選舉：彰化縣北斗鎮西德里所屬的彰化縣第3選區，國民黨謝衣鳯以51.5%領先，民進黨吳音寧以得票率45.3%為第二高票。政黨票方面，國民黨以35.9％在該區取得領先，其後為民進黨35.4%、民眾黨22.5%。
社會經濟背景：該區39歲以下人口佔比約35.3%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為44.4%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為39.9萬元，相較全國，是收入較低的村里。"
