village_id,all_text
10018020001,"2024年總統大選結果：該區和全國結果不同，第一高票由民進黨賴清德以得票率39.2%領先，接著為民眾黨柯文哲，拿下得票率31.3%，跟第一高票相差7.9個百分點。第三高票為國民黨侯友宜，得票率達29.5%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達65.4％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達64.3%。
2024年立委選舉：新竹市北區西門里所屬的新竹市選區，民進黨林志潔以38.1%領先，國民黨鄭正鈐以得票率32.5%為第二高票。政黨票方面，民進黨以31.8％在該區取得領先，其後為國民黨30.8%、民眾黨28.7%。
社會經濟背景：該區39歲以下人口佔比約30.9%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為55.7%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為56.6萬元，屬於高收入地區。"
10018020002,"2024年總統大選結果：該區和全國結果不同，第一高票由民進黨賴清德以得票率42.1%領先，接著為民眾黨柯文哲，拿下得票率30.2%，跟第一高票相差11.9個百分點。第三高票為國民黨侯友宜，得票率達27.7%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達63.4％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達64.1%。
2024年立委選舉：新竹市北區仁德里所屬的新竹市選區，民進黨林志潔以39.4%領先，國民黨鄭正鈐以得票率31.2%為第二高票。政黨票方面，民進黨以38％在該區取得領先，其後為國民黨29%、民眾黨24.5%、時代力量5.1%。
社會經濟背景：該區39歲以下人口佔比約28.2%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為49.2%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為39.9萬元，相較全國，是收入較低的村里。"
10018020003,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以48.9%的得票率領先，第二高票為國民黨侯友宜，拿下26.3%，兩人相差22.6個百分點。第三高票為民眾黨柯文哲，得票率達24.8%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達60.8％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達63.6%。
2024年立委選舉：新竹市北區潛園里所屬的新竹市選區，民進黨林志潔以46.6%領先，國民黨鄭正鈐以得票率27.5%為第二高票。政黨票方面，民進黨以43.5％在該區取得領先，其後為國民黨27.6%、民眾黨20.2%。
社會經濟背景：該區39歲以下人口佔比約28.5%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為49.4%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為41.3萬元，接近全國平均。"
10018020004,"2024年總統大選結果：該區和全國結果不同，第一高票由民進黨賴清德以得票率49.8%領先，接著為民眾黨柯文哲，拿下得票率29.1%，跟第一高票相差20.7個百分點。第三高票為國民黨侯友宜，得票率達21%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達65.4％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達64.3%。
2024年立委選舉：新竹市北區中央里所屬的新竹市選區，民進黨林志潔以48.4%領先，國民黨鄭正鈐以得票率27.1%為第二高票。政黨票方面，民進黨以45.3％在該區取得領先，其後為國民黨24.2%、民眾黨21.4%。
社會經濟背景：該區39歲以下人口佔比約30.6%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為49.1%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為47.3萬元，相較全國，是收入較高的村里。"
10018020005,"2024年總統大選結果：該區和全國結果不同，第一高票由民進黨賴清德以得票率46.9%領先，接著為民眾黨柯文哲，拿下得票率30.1%，跟第一高票相差16.8個百分點。第三高票為國民黨侯友宜，得票率達23%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達64.7％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達65.7%。
2024年立委選舉：新竹市北區崇禮里所屬的新竹市選區，民進黨林志潔以43.2%領先，國民黨鄭正鈐以得票率28.5%為第二高票。政黨票方面，民進黨以43.4％在該區取得領先，其後為民眾黨26.5%、國民黨23.7%。
社會經濟背景：該區39歲以下人口佔比約27.9%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為48.4%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為47.9萬元，相較全國，是收入較高的村里。"
10018020006,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以43.7%的得票率領先，第二高票為國民黨侯友宜，拿下29.8%，兩人相差13.9個百分點。第三高票為民眾黨柯文哲，得票率達26.5%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達62.2％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達59%。
2024年立委選舉：新竹市北區石坊里所屬的新竹市選區，民進黨林志潔以41.8%領先，國民黨鄭正鈐以得票率33.3%為第二高票。政黨票方面，民進黨以39.7％在該區取得領先，其後為國民黨31.3%、民眾黨21.4%。
社會經濟背景：該區39歲以下人口佔比約28.3%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為53.4%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為44萬元，相較全國，是收入較高的村里。"
10018020007,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以43.4%的得票率領先，第二高票為國民黨侯友宜，拿下28.9%，兩人相差14.5個百分點。第三高票為民眾黨柯文哲，得票率達27.7%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達61.7％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達57.9%。
2024年立委選舉：新竹市北區興南里所屬的新竹市選區，民進黨林志潔以40.7%領先，國民黨鄭正鈐以得票率31.7%為第二高票。政黨票方面，民進黨以37.5％在該區取得領先，其後為國民黨28.9%、民眾黨24.8%。
社會經濟背景：該區39歲以下人口佔比約31%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為58%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為59.8萬元，屬於高收入地區。"
10018020008,"2024年總統大選結果：該區和全國結果不同，第一高票由民進黨賴清德以得票率45.5%領先，接著為民眾黨柯文哲，拿下得票率29.1%，跟第一高票相差16.4個百分點。第三高票為國民黨侯友宜，得票率達25.4%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達63.6％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達61.8%。
2024年立委選舉：新竹市北區北門里所屬的新竹市選區，民進黨林志潔以40.6%領先，國民黨鄭正鈐以得票率30.8%為第二高票。政黨票方面，民進黨以39.5％在該區取得領先，其後為國民黨27.3%、民眾黨25.3%。
社會經濟背景：該區39歲以下人口佔比約28.5%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為50.7%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為55.8萬元，屬於高收入地區。"
10018020009,"2024年總統大選結果：該區和全國結果不同，第一高票由民進黨賴清德以得票率41.1%領先，接著為民眾黨柯文哲，拿下得票率33.2%，跟第一高票相差7.9個百分點。第三高票為國民黨侯友宜，得票率達25.7%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達62.5％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達60.2%。
2024年立委選舉：新竹市北區中興里所屬的新竹市選區，民進黨林志潔以36.9%領先，國民黨鄭正鈐以得票率28.8%為第二高票。政黨票方面，民進黨以33.9％在該區取得領先，其後為民眾黨29.7%、國民黨27%、時代力量5.4%。
社會經濟背景：該區39歲以下人口佔比約32.2%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為64.3%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為86.6萬元，屬於高收入地區。"
10018020010,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以36.7%的得票率領先，第二高票為國民黨侯友宜，拿下33.3%，兩人相差3.4個百分點。第三高票為民眾黨柯文哲，得票率達30%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達52.6％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達50.5%。
2024年立委選舉：新竹市北區大同里所屬的新竹市選區，民進黨林志潔以37%領先，國民黨鄭正鈐以得票率32.1%為第二高票。政黨票方面，民進黨以34％在該區取得領先，其後為民眾黨29.4%、國民黨28.6%、時代力量5%。
社會經濟背景：該區39歲以下人口佔比約32%，相較全國，是較年輕的村里。具有大專以上學歷人口佔比約為65.8%，相較全國，是高學歷人口佔比偏高的村里。綜合所得中位數為66.3萬元，屬於高收入地區。"
