village_id,all_text
10014060001,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率48.3%領先，接著為民進黨賴清德，拿下得票率29.5%，跟第一高票相差18.8個百分點。第三高票為民眾黨柯文哲，得票率達22.2%。
歷史選舉對比：2020年總統大選時，該區由由國民黨韓國瑜領先，得票率達53.5％；2016年總統大選該區則由民進黨蔡英文領先，得票率達43.2%。這反映出該區選民的投票傾向有所變化。
2024年立委選舉：台東縣池上鄉福文村所屬的台東縣選區，國民黨黃建賓以41%領先，無黨籍劉櫂豪以得票率27.8%為第二高票。政黨票方面，國民黨以50.5％在該區取得領先，其後為民進黨24.7%、民眾黨17.5%。
社會經濟背景：該區39歲以下人口佔比約26.1%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為25.8%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為36.2萬元，相較全國，是收入較低的村里。"
10014060002,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率52.9%領先，接著為民進黨賴清德，拿下得票率31.1%，跟第一高票相差21.8個百分點。第三高票為民眾黨柯文哲，得票率達16%。
歷史選舉對比：2020年總統大選時，該區由由國民黨韓國瑜領先，得票率達55.8％；2016年總統大選該區則由民進黨蔡英文領先，得票率達46.4%。這反映出該區選民的投票傾向有所變化。
2024年立委選舉：台東縣池上鄉慶豐村所屬的台東縣選區，國民黨黃建賓以35.8%領先，無黨籍劉櫂豪以得票率30.1%為第二高票。政黨票方面，國民黨以56.5％在該區取得領先，其後為民進黨26.4%、民眾黨10.8%。
社會經濟背景：該區39歲以下人口佔比約26.7%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為27.1%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為41.7萬元，接近全國平均。"
10014060003,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率59.5%領先，接著為民進黨賴清德，拿下得票率22.1%，跟第一高票相差37.4個百分點。第三高票為民眾黨柯文哲，得票率達18.4%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達61.8％；2016年總統大選該區也同樣支持國民黨，朱立倫得票率達41.5%。
2024年立委選舉：台東縣池上鄉大坡村所屬的台東縣選區，國民黨黃建賓以44.2%領先，無黨籍劉櫂豪以得票率32.7%為第二高票。政黨票方面，國民黨以61.2％在該區取得領先，其後為民進黨20.4%、民眾黨10.2%。
社會經濟背景：該區39歲以下人口佔比約23.6%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為20.9%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為41.4萬元，接近全國平均。"
10014060004,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率53.5%領先，接著為民進黨賴清德，拿下得票率26.7%，跟第一高票相差26.8個百分點。第三高票為民眾黨柯文哲，得票率達19.8%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達61.3％；2016年總統大選該區也同樣支持國民黨，朱立倫得票率達48%。
2024年立委選舉：台東縣池上鄉大埔村所屬的台東縣選區，民進黨賴坤成以29.2%領先，國民黨黃建賓以得票率28%為第二高票。政黨票方面，國民黨以54.2％在該區取得領先，其後為民進黨24%、民眾黨15%。
社會經濟背景：該區39歲以下人口佔比約25.4%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為32.7%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為38.5萬元，相較全國，是收入較低的村里。"
10014060005,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率43%領先，接著為民進黨賴清德，拿下得票率32%，跟第一高票相差11個百分點。第三高票為民眾黨柯文哲，得票率達25%。
歷史選舉對比：2020年總統大選時，該區由由國民黨韓國瑜領先，得票率達51％；2016年總統大選該區則由民進黨蔡英文領先，得票率達47.1%。這反映出該區選民的投票傾向有所變化。
2024年立委選舉：台東縣池上鄉福原村所屬的台東縣選區，國民黨黃建賓以33.4%領先，無黨籍劉櫂豪以得票率31.3%為第二高票。政黨票方面，國民黨以45.6％在該區取得領先，其後為民進黨29.1%、民眾黨17.9%。
社會經濟背景：該區39歲以下人口佔比約30%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為40.1%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為39.8萬元，相較全國，是收入較低的村里。"
10014060006,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率42.3%領先，接著為民進黨賴清德，拿下得票率39.6%，跟第一高票相差2.7個百分點。第三高票為民眾黨柯文哲，得票率達18.1%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達55.8％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達59.7%。
2024年立委選舉：台東縣池上鄉錦園村所屬的台東縣選區，國民黨黃建賓以33%領先，民進黨賴坤成以得票率27.8%為第二高票。政黨票方面，國民黨以41.1％在該區取得領先，其後為民進黨33.7%、民眾黨17.1%。
社會經濟背景：該區39歲以下人口佔比約21.7%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為26%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為40.8萬元，接近全國平均。"
10014060007,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率44.8%領先，接著為民進黨賴清德，拿下得票率31.3%，跟第一高票相差13.5個百分點。第三高票為民眾黨柯文哲，得票率達24%。
歷史選舉對比：2020年總統大選時，該區由由國民黨韓國瑜領先，得票率達51.9％；2016年總統大選該區則由民進黨蔡英文領先，得票率達48%。這反映出該區選民的投票傾向有所變化。
2024年立委選舉：台東縣池上鄉新興村所屬的台東縣選區，無黨籍劉櫂豪以38%領先，國民黨黃建賓以得票率33.4%為第二高票。政黨票方面，國民黨以47.1％在該區取得領先，其後為民進黨27.1%、民眾黨17.9%。
社會經濟背景：該區39歲以下人口佔比約27.3%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為25.3%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為32.9萬元，相較全國，是收入較低的村里。"
10014060008,"2024年總統大選結果：該區和全國結果相同，由民進黨賴清德以43.4%的得票率領先，第二高票為國民黨侯友宜，拿下31.9%，兩人相差11.5個百分點。第三高票為民眾黨柯文哲，得票率達24.7%。
歷史選舉對比：2020年總統大選時，該區由民進黨蔡英文領先，得票率達57％；2016年總統大選該區也同樣支持民進黨，蔡英文得票率達56.4%。
2024年立委選舉：台東縣池上鄉萬安村所屬的台東縣選區，民進黨賴坤成以41.7%領先，無黨籍劉櫂豪以得票率31.3%為第二高票。政黨票方面，民進黨以41％在該區取得領先，其後為國民黨35.4%、民眾黨18%。
社會經濟背景：該區39歲以下人口佔比約23.4%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為24.8%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為38.2萬元，相較全國，是收入較低的村里。"
10014060009,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率48.5%領先，接著為民眾黨柯文哲，拿下得票率27.2%，跟第一高票相差21.3個百分點。第三高票為民進黨賴清德，得票率達24.3%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達58.9％；2016年總統大選該區也同樣支持國民黨，朱立倫得票率達45%。
2024年立委選舉：台東縣池上鄉富興村所屬的台東縣選區，國民黨黃建賓以44.2%領先，民進黨賴坤成以得票率25.4%為第二高票。政黨票方面，國民黨以53.1％在該區取得領先，其後為民進黨21.4%、民眾黨20.4%。
社會經濟背景：該區39歲以下人口佔比約24.2%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為18%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為35.7萬元，相較全國，是收入較低的村里。"
10014060010,"2024年總統大選結果：該區和全國結果不同，第一高票由國民黨侯友宜以得票率43.4%領先，接著為民眾黨柯文哲，拿下得票率34.3%，跟第一高票相差9.1個百分點。第三高票為民進黨賴清德，得票率達22.2%。
歷史選舉對比：2020年總統大選時，該區由國民黨韓國瑜領先，得票率達66.5％；2016年總統大選該區也同樣支持國民黨，朱立倫得票率達57%。
2024年立委選舉：台東縣池上鄉振興村所屬的台東縣選區，無黨籍劉櫂豪以30.6%領先，國民黨黃建賓以得票率26.4%為第二高票。政黨票方面，國民黨以51.6％在該區取得領先，其後為民眾黨20.4%、民進黨18.3%。
社會經濟背景：該區39歲以下人口佔比約28.8%，相較全國，是較年長的村里。具有大專以上學歷人口佔比約為17.6%，相較全國，是高學歷人口佔比偏低的村里。綜合所得中位數為42.4萬元，接近全國平均。"
